Artigo,Descricao,Unidade,STKActual,Moeda,PVP1,PCMedio,PCUltimo,DataUltEntrada,DataUltSaida,Familia,PVP_REF_Mercado
10,Diversos,UN,0.0,EUR,0.0,250.62,150.0,2019-08-21,2019-09-17,7,NULL
10000001,FERRO C/ DEFEITO (SUCATA),KG,0.0,EUR,0.0,0.3,0.3,2024-05-09,2024-05-09,7,NULL
10000002,"ARAME P/ ATAR C/5,5mm",KG,5600.0,EUR,0.2,0.89054,0.8,2024-02-14,2023-07-01,7,NULL
10000003,"BOBINES FIO MAQ. DIAM 5,5mm",KG,0.0,EUR,0.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
10000004,CALANDRAGEM DE PERFIS (NÃO UTILIZAR),UN,0.0,EUR,30.0,0.0,0.0,1900-01-01,1900-01-01,PS,NULL
10000005,CALANDRAGEM DE TUBOS(NÃO UTILIZAR),UN,0.0,EUR,0.0,0.0,0.0,1900-01-01,1900-01-01,PS,NULL
10023506,VARAO LISO A 235 NL  6,KG,724.5,EUR,1.16,0.69602,0.695,2024-04-05,2024-06-14,12,NULL
10023508,VARAO LISO A 235 NL  8,KG,2628.0,EUR,1.07,0.69269,0.69,2024-06-06,2024-06-12,12,NULL
10023510,VARAO LISO A 235 NL 10,KG,282.0,EUR,1.04,0.67521,0.68,2024-05-10,2024-06-14,12,NULL
10023512,VARAO LISO A 235 NL 12,KG,3512.0,EUR,1.02,0.66598,0.67,2024-05-10,2024-06-14,12,NULL
10023514,VARAO LISO A 235 NL 14,KG,0.0,EUR,1.02,0.0,0.0,1900-01-01,1900-01-01,12,NULL
10023516,VARAO LISO A 235 NL 16,KG,354.0,EUR,1.01,0.66535,0.66,2024-04-30,2024-06-12,12,NULL
10023520,VARAO LISO A 235 NL 20,KG,2112.0,EUR,1.01,0.66271,0.66,2024-04-30,2024-06-14,12,NULL
10023525,VARAO LISO A 235 NL 25,KG,1121.0,EUR,1.01,0.68116,0.68,2024-02-23,2024-06-11,12,NULL
10023530,VARAO LISO A 235 NL 30,KG,1428.0,EUR,1.05,0.67363,0.67,2023-11-30,2024-06-13,12,NULL
10023532,VARAO LISO A 235 NL 32,KG,1992.0,EUR,1.05,0.68979,0.69,2024-01-26,2024-05-13,12,NULL
10023540,VARAO LISO A 235 NL 40,KG,2028.0,EUR,1.01,0.661,0.66,2024-04-30,2024-05-31,12,NULL
10023545,VARAO LISO A 235 NL 45,KG,0.0,EUR,1.33,0.0,0.0,1900-01-01,1900-01-01,12,NULL
10023550,VARAO LISO A 235 NL 50,KG,0.0,EUR,1.33,0.73,0.73,2023-08-01,2023-08-03,12,NULL
10023555,VARAO LISO A 235 NL 55,KG,0.0,EUR,1.33,0.0,0.0,1900-01-01,1900-01-01,12,NULL
10023560,VARAO LISO A 235 NL 60,KG,0.0,EUR,1.33,0.0,0.0,1900-01-01,1900-01-01,12,NULL
10023565,VARAO LISO A 235 NL 65,KG,0.0,EUR,1.33,0.0,0.0,1900-01-01,1900-01-01,12,NULL
10023570,VARÃO LISO A 235 NL 70,KG,0.0,EUR,1.0,0.0,0.0,1900-01-01,1900-01-01,12,NULL
10023575,VARAO LISO A 235 NL 75,KG,0.0,EUR,1.0,0.0,0.0,1900-01-01,1900-01-01,12,NULL
10023580,VARÃO LISO A 235 NL 80,KG,0.0,EUR,1.0,0.995,0.995,2022-01-27,2022-01-28,12,NULL
10023590,VARAO LISO A 235 NL 100,KG,0.0,EUR,1.0,0.0,0.0,1900-01-01,1900-01-01,12,NULL
10040006,VARAO NERV A 400 NR  6,KG,35073.0,EUR,1.335,0.69802,0.725,2024-03-07,2024-06-13,1,NULL
10040008,VARAO NERV A 400 NR  8,KG,40686.0,EUR,1.07,0.64842,0.6539996122,2023-11-24,2024-06-13,11,NULL
10040010,VARAO NERV A 400 NR 10,KG,76072.0,EUR,1.035,0.6223,0.6130013642,2024-05-10,2024-06-13,11,NULL
10040012,VARAO NERV A 400 NR 12,KG,34244.0,EUR,1.015,0.60907,0.61,2024-05-10,2024-06-13,11,NULL
10040016,VARAO NERV A 400 NR 16,KG,44976.0,EUR,1.01,0.60449,0.595,2024-05-10,2024-06-13,11,NULL
10040020,VARAO NERV A 400 NR 20,KG,24551.0,EUR,1.01,0.59855,0.609,2020-05-22,2024-06-12,11,NULL
10040025,VARAO NERV A 400 NR 25,KG,12112.0,EUR,1.02,0.61705,0.618004402,2020-05-19,2024-05-23,11,NULL
10040032,VARAO NERV A 400 NR 32,KG,385.0,EUR,1.05,0.63501,0.6353846153,2019-02-21,2020-12-11,11,NULL
10040040,VARAO NERV A 400 NR 40,KG,0.0,EUR,0.935,0.0,0.0,1900-01-01,1900-01-01,11,NULL
10050006,VARAO NERV A 500 NR  6,KG,0.0,EUR,1.345,0.69,0.69,2024-06-04,2024-05-28,1,NULL
10050008,VARAO NERV A 500 NR  8,KG,3200.0,EUR,1.08,0.65,0.65,2024-06-12,2024-06-03,11,NULL
10050010,VARAO NERV A 500 NR 10,KG,0.0,EUR,1.045,0.63,0.625,2024-06-12,2024-06-13,11,NULL
10050012,VARAO NERV A 500 NR 12,KG,0.0,EUR,1.025,0.61,0.61,2024-06-11,2024-06-13,11,NULL
10050016,VARAO NERV A 500 NR 16,KG,0.0,EUR,1.02,0.61,0.61,2024-06-11,2024-06-13,11,NULL
10050020,VARAO NERV A 500 NR 20,KG,-1980.0,EUR,1.02,0.588,0.588,2024-05-15,2024-06-14,11,NULL
10050025,VARAO NERV A 500 NR 25,KG,-9290.0,EUR,1.03,0.596,0.618,2024-06-13,2024-06-14,11,NULL
10050032,VARAO NERV A 500 NR 32,KG,0.0,EUR,1.06,0.64,0.64,2023-11-15,2023-11-16,11,NULL
10050040,VARAO NERV A 500 NR 40,KG,0.0,EUR,0.89,0.0,0.0,1900-01-01,1900-01-01,11,NULL
10070011,VARAO SEXTAVADO 11mm,UN,0.0,EUR,0.495,0.0,0.0,1900-01-01,1900-01-01,62,NULL
10140006,VARAO NERV A 400 6 MM C/6MT,KG,14416.5,EUR,1.35,0.69113,0.6866666666,2023-10-02,2024-06-13,1,NULL
10140008,VARAO NERV A 400 8 MM C/6MT,KG,-418.0,EUR,1.085,0.64599,0.6459991586,2024-04-22,2024-06-13,11,NULL
10140010,VARAO NERV A 400 10 MM C/6MT,KG,876.0,EUR,1.05,0.61857,0.64,2024-04-22,2024-06-14,11,NULL
10140012,VARAO NERV A 400 12 MM C/6MT,KG,14826.0,EUR,1.03,0.60965,0.61,2024-06-06,2024-06-14,11,NULL
10140016,VARAO NERV A 400 16 MM C/6MT,KG,89.0,EUR,1.025,0.6,0.6,2022-09-06,2024-06-14,11,NULL
10140020,VARAO NERV A 400 20 MM C/6MT,KG,406.0,EUR,1.025,0.599,0.6,2020-06-26,2024-06-13,11,NULL
10140025,VARAO NERV A 400 25 MM C/6MT,KG,-299.0,EUR,1.035,0.59702,0.62,2024-03-25,2024-06-14,11,NULL
10140032,VARAO NERV A 400 32 MM C/6MT,KG,0.0,EUR,1.065,0.635,0.635,2024-05-07,2024-05-07,11,NULL
10140040,VARAO NERV A 400 40 MM C/6MT,KG,0.0,EUR,0.95,0.0,0.0,1900-01-01,1900-01-01,11,NULL
10150006,VARAO NERV A 500 NR  6   C/6MT,KG,0.0,EUR,1.36,0.69,0.69,2024-06-04,2024-04-29,1,NULL
10150008,VARAO NERV A 500 NR   8   C/6MT,KG,0.0,EUR,1.095,0.64599,0.64,2024-04-26,2024-06-07,11,NULL
10150010,VARAO NERV A 500 NR   10 C/6MT,KG,0.0,EUR,1.06,0.62,0.62,2024-04-26,2024-06-13,11,NULL
10150012,VARAO NERV A 500 NR   12 C/6MT,KG,0.0,EUR,1.04,0.61942,0.62,2023-11-17,2024-06-13,11,NULL
10150016,VARAO NERV A 500 NR   16 C/6MT,KG,0.0,EUR,1.035,0.636,0.79,2022-02-28,2024-02-05,11,NULL
10150020,VARAO NERV A 500 NR   20 C/6MT,KG,0.0,EUR,1.035,0.599,0.475,2019-09-18,2024-06-03,11,NULL
10150025,VARAO NERV A 500  NR  25  C/6MT,KG,0.0,EUR,1.045,0.645,0.445,2019-12-05,2023-12-22,11,NULL
10150032,VARAO NERV A 500 NR  32  C/6MT,KG,0.0,EUR,1.075,0.545,0.525,2022-02-17,2022-02-17,11,NULL
10150040,VARAO NERV A 500 NR  40  C/6MT,KG,0.0,EUR,0.96,0.0,0.0,1900-01-01,1900-01-01,11,NULL
10200012,AÇO CALIBRADO QUADRADO CK/45 12x12,KG,0.0,EUR,0.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
11,SACO PLÁSTICO,UN,10030.0,EUR,0.1,0.09981,0.1,2021-09-06,2024-06-11,7,NULL
11001203,BARRA RECT. 12 x 03 mm,KG,33.0,EUR,1.14,0.81059,0.75,2023-08-02,2024-05-29,12,NULL
11001205,BARRA RECT. 12 x 05 mm,KG,2219.0,EUR,1.14,0.82183,0.8222222222,2023-06-22,2024-06-06,12,NULL
11001603,BARRA RECT. 16 x 03 mm,KG,1638.5,EUR,1.14,0.75526,0.73,2024-03-20,2024-06-12,12,NULL
11001604,BARRA RECT. 16 x 04 mm,KG,0.0,EUR,1.24,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11001605,BARRA RECT. 16 x 05 mm,KG,2596.0,EUR,1.14,0.80137,0.715,2024-02-12,2024-06-14,12,NULL
11002003,BARRA RECT. 20 x 03 mm,KG,448.0,EUR,1.14,0.72823,0.73,2024-03-20,2024-06-07,12,NULL
11002005,BARRA RECT. 20 x 05 mm,KG,6201.0,EUR,1.09,0.68737,0.68,2024-05-21,2024-06-14,12,NULL
11002006,BARRA RECT. 20 x 06 mm,KG,3966.0,EUR,1.09,0.73284,0.68,2024-05-21,2024-06-07,12,NULL
11002008,BARRA RECT. 20 x 08 mm,KG,4452.0,EUR,1.09,0.70668,0.68,2024-05-21,2024-06-07,12,NULL
11002010,BARRA RECT. 20 x 10 mm,KG,4402.0,EUR,1.09,0.70739,0.68,2024-05-21,2024-06-13,12,NULL
11002503,BARRA RECT. 25 x 03 mm,KG,5570.0,EUR,1.14,0.70372,0.695,2024-05-21,2024-05-29,12,NULL
11002505,BARRA RECT. 25 x 05 mm,KG,5315.0,EUR,1.09,0.78317,0.7829950083,2023-06-22,2024-06-14,12,NULL
11002506,BARRA RECT. 25 x 06 mm,KG,8386.0,EUR,1.09,0.70934,0.69,2024-02-12,2024-06-07,12,NULL
11002508,BARRA RECT. 25 x 08 mm,KG,3026.0,EUR,1.09,0.68239,0.68,2024-05-21,2024-06-14,12,NULL
11002510,BARRA RECT. 25 x 10 mm,KG,3372.0,EUR,1.09,0.70515,0.68,2024-05-21,2024-06-12,12,NULL
11002512,BARRA RECT. 25 x 12 mm,KG,0.0,EUR,1.09,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11003003,BARRA RECT. 30 x 03 mm,KG,1474.0,EUR,1.14,0.86974,0.87,2023-04-20,2024-06-13,12,NULL
11003005,BARRA RECT. 30 x 05 mm,KG,4215.0,EUR,1.06,0.68773,0.68,2024-05-09,2024-06-13,12,NULL
11003006,BARRA RECT. 30 x 06 mm,KG,2188.0,EUR,1.01,0.67969,0.665,2024-02-23,2024-06-12,12,NULL
11003008,BARRA RECT. 30 x 08 mm,KG,3712.0,EUR,1.02,0.65399,0.65,2024-06-06,2024-06-06,12,NULL
11003010,BARRA RECT. 30 x 10 mm,KG,8452.0,EUR,1.02,0.65367,0.65,2024-06-06,2024-06-14,12,NULL
11003012,BARRA RECT. 30 x 12 mm,KG,298.0,EUR,1.02,0.70275,0.7030392156,2023-07-07,2024-06-07,12,NULL
11003505,BARRA RECT. 35 x 05 mm,KG,1552.0,EUR,1.04,0.6655,0.665,2024-05-08,2024-06-12,12,NULL
11003506,BARRA RECT. 35 x 06 mm,KG,462.0,EUR,1.04,0.49,0.49,2020-01-07,2024-06-06,12,NULL
11003508,BARRA RECT. 35 x 08 mm,KG,1459.0,EUR,1.02,0.65852,0.65,2023-05-31,2024-06-07,12,NULL
11003510,BARRA RECT. 35 x 10 mm,KG,494.0,EUR,0.99,0.64,0.64,2024-04-30,2024-06-05,12,NULL
11003512,BARRA RECT. 35 x 12 mm,KG,0.0,EUR,0.99,0.64,0.637,2018-07-05,2018-07-11,12,NULL
11004003,BARRA RECT. 40 X 03 mm,KG,0.0,EUR,1.14,0.795,0.795,2024-02-06,2024-04-02,12,NULL
11004005,BARRA RECT. 40 x 05 mm,KG,2589.0,EUR,1.04,0.66976,0.67,2024-05-10,2024-06-13,12,NULL
11004006,BARRA RECT. 40 x 06 mm,KG,4741.0,EUR,0.99,0.63906,0.6350019208,2024-05-08,2024-06-06,12,NULL
11004008,BARRA RECT. 40 x 08 mm,KG,3262.0,EUR,0.99,0.63788,0.635,2024-05-09,2024-06-14,12,NULL
11004010,BARRA RECT. 40 x 10 mm,KG,-80.0,EUR,0.99,0.63888,0.64,2024-05-10,2024-06-13,12,NULL
11004012,BARRA RECT. 40 x 12 mm,KG,4353.0,EUR,0.99,0.64731,0.65,2024-05-09,2024-06-11,12,NULL
11004016,BARRA RECT. 40 x 15 mm,KG,2629.0,EUR,0.99,0.66259,0.66,2024-02-09,2024-06-13,12,NULL
11004020,BARRA RECT. 40 x 20 mm,KG,1726.0,EUR,0.99,0.6401,0.64,2024-03-21,2024-06-12,12,NULL
11004030,BARRA RECT. 40 x 30 mm,KG,0.0,EUR,1.09,0.0,0.0,2023-07-28,2023-07-28,12,NULL
11004505,BARRA RECT. 45 x 05 mm,KG,154.0,EUR,1.05,0.96616,0.9659701492,2022-10-04,2024-05-27,12,NULL
11004506,BARRA RECT. 45 x 06 mm,KG,0.0,EUR,1.05,0.62,0.62,2018-11-29,2018-11-29,12,NULL
11004508,BARRA RECT. 45 x 08 mm,KG,0.0,EUR,1.05,0.65,0.65,2018-11-29,2018-11-29,12,NULL
11004510,BARRA RECT. 45 x 10 mm,KG,0.0,EUR,1.05,0.79,0.79,2023-11-15,2024-02-08,12,NULL
11004512,BARRA RECT. 45 x 12 mm,KG,0.0,EUR,1.05,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11004516,BARRA RECT. 45 x 15 mm,KG,0.0,EUR,1.05,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11004520,BARRA RECT. 45 x 20 mm,KG,0.0,EUR,1.05,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11005003,BARRA RECT. 50 x 03 mm,KG,0.0,EUR,1.14,0.795,0.795,2024-02-06,2024-02-08,12,NULL
11005005,BARRA RECT. 50 x 05 mm,KG,7901.0,EUR,1.04,0.67177,0.67,2024-05-10,2024-06-14,12,NULL
11005006,BARRA RECT. 50 x 06 mm,KG,1396.0,EUR,0.99,0.65288,0.655,2024-02-23,2024-06-11,12,NULL
11005008,BARRA RECT. 50 x 08 mm,KG,2443.0,EUR,0.99,0.63801,0.635,2024-05-09,2024-06-14,12,NULL
11005010,BARRA RECT. 50 x 10 mm,KG,2252.0,EUR,0.99,0.6382,0.635,2024-05-09,2024-06-14,12,NULL
11005012,BARRA RECT. 50 x 12 mm,KG,1715.0,EUR,0.99,0.64,0.64,2024-04-30,2024-06-12,12,NULL
11005016,BARRA RECT. 50 x 15 mm,KG,1812.0,EUR,0.99,0.64,0.64,2024-04-30,2024-05-29,12,NULL
11005020,BARRA RECT. 50 x 20 mm,KG,4853.0,EUR,0.99,0.64441,0.64,2024-04-05,2024-06-11,12,NULL
11005030,BARRA RECT. 50 x 30 mm,KG,745.0,EUR,1.05,0.83478,0.79,2023-11-23,2024-05-06,12,NULL
11006006,BARRA RECT. 60 x 06 mm,KG,2114.0,EUR,0.99,0.64356,0.64,2024-05-10,2024-06-13,12,NULL
11006008,BARRA RECT. 60 x 08 mm,KG,3950.0,EUR,0.99,0.63014,0.63,2024-06-06,2024-06-13,12,NULL
11006010,BARRA RECT. 60 x 10 mm,KG,4278.0,EUR,0.99,0.63028,0.63,2024-06-06,2024-06-12,12,NULL
11006012,BARRA RECT. 60 x 12 mm,KG,1859.0,EUR,0.99,0.6614,0.66,2023-12-15,2024-05-27,12,NULL
11006016,BARRA RECT. 60 x 15 mm,KG,1340.0,EUR,0.99,0.64614,0.64,2024-03-22,2024-06-12,12,NULL
11006020,BARRA RECT. 60 x 20 mm,KG,1333.0,EUR,0.99,0.66857,0.645,2023-06-30,2024-05-24,12,NULL
11006030,BARRA RECT. 60 x 30 mm,KG,0.0,EUR,1.0,0.6,0.601,2019-10-04,2019-10-04,12,NULL
11006040,BARRA RECT. 60 x 40 mm,KG,0.0,EUR,1.1,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11007006,BARRA RECT. 70 x 06 mm,KG,1957.0,EUR,1.07,0.6911,0.69,2023-10-10,2024-05-29,12,NULL
11007008,BARRA RECT. 70 x 08 mm,KG,1200.0,EUR,1.07,0.69231,0.69,2023-10-06,2024-06-06,12,NULL
11007010,BARRA RECT. 70 x 10 mm,KG,3407.0,EUR,1.07,0.68859,0.68,2024-05-24,2024-06-14,12,NULL
11007012,BARRA RECT. 70 x 12 mm,KG,5443.0,EUR,1.07,0.6973,0.69,2024-05-29,2024-05-22,12,NULL
11007016,BARRA RECT. 70 x 15 mm,KG,2765.0,EUR,1.07,0.68566,0.69,2023-10-06,2024-06-03,12,NULL
11007020,BARRA RECT. 70 x 20 mm,KG,522.0,EUR,1.07,0.7,0.7,2023-08-31,2024-05-16,12,NULL
11007040,BARRA RECT. 70 x 40 mm,KG,0.0,EUR,1.68,1.18,1.18,2023-10-30,2023-11-02,12,NULL
11007508,BARRA RECT. 75 x 08 mm,KG,0.0,EUR,1.17,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11008006,BARRA RECT. 80 x 06 mm,KG,5028.0,EUR,0.99,0.6407,0.635,2024-05-29,2024-06-13,12,NULL
11008008,BARRA RECT. 80 x 08 mm,KG,4332.0,EUR,0.99,0.63962,0.63,2024-05-29,2024-06-14,12,NULL
11008010,BARRA RECT. 80 x 10 mm,KG,6548.0,EUR,0.99,0.63,0.63,2024-05-10,2024-06-13,12,NULL
11008012,BARRA RECT. 80 x 12 mm,KG,1556.0,EUR,0.99,0.67972,0.68,2023-08-11,2024-06-07,12,NULL
11008016,BARRA RECT. 80 x 15 mm,KG,4517.0,EUR,0.99,0.62299,0.635,2024-05-29,2024-06-11,12,NULL
11008020,BARRA RECT. 80 x 20 mm,KG,476.0,EUR,0.99,0.67939,0.68,2021-10-31,2024-05-16,12,NULL
11008025,BARRA RECT. 80 x 25 mm,KG,0.0,EUR,1.04,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11009010,BARRA RECT. 90 x 10 mm,KG,0.0,EUR,1.07,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11010006,BARRA RECT.100 x 06 mm,KG,3196.0,EUR,0.99,0.63757,0.64,2024-05-10,2024-06-14,12,NULL
11010008,BARRA RECT.100 x 08 mm,KG,2421.0,EUR,0.99,0.64517,0.64,2024-05-10,2024-06-12,12,NULL
11010010,BARRA RECT.100 x 10 mm,KG,4157.0,EUR,0.99,0.63807,0.63,2024-06-06,2024-06-13,12,NULL
11010012,BARRA RECT.100 x 12 mm,KG,41.0,EUR,0.99,0.67612,0.665001996,2024-01-19,2024-05-29,12,NULL
11010016,BARRA RECT.100 x 15 mm,KG,1922.0,EUR,0.99,0.6413,0.64,2024-03-22,2024-06-11,12,NULL
11010020,BARRA RECT.100 x 20 mm,KG,762.0,EUR,0.99,0.68484,0.685,2023-07-07,2024-06-11,12,NULL
11010025,BARRA RECT.100 x 25 mm,KG,0.0,EUR,1.04,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11012008,BARRA RECT.120 x 08 mm,KG,4708.0,EUR,0.98,0.63787,0.64,2024-05-10,2024-06-13,12,NULL
11012010,BARRA RECT.120 x 10 mm,KG,1173.0,EUR,0.99,0.65304,0.6350018362,2024-05-08,2024-06-11,12,NULL
11012012,BARRA RECT.120 x 12 mm,KG,4240.0,EUR,0.99,0.64411,0.635001807,2024-05-29,2024-05-10,12,NULL
11012016,BARRA RECT.120 x 15 mm,KG,1382.0,EUR,0.99,0.69291,0.6930434782,2023-10-27,2024-06-11,12,NULL
11012020,BARRA RECT.120 x 20 mm,KG,1065.0,EUR,0.99,0.72777,0.735,2023-03-06,2024-06-11,12,NULL
11012025,BARRA RECT.120 x 25 mm,KG,0.0,EUR,0.99,0.72,0.72,2021-02-18,2021-02-18,12,NULL
11014010,BARRA RECT.140 x 10 mm,KG,4655.0,EUR,1.1,0.72987,0.71,2024-02-13,2024-05-22,12,NULL
11014012,BARRA RECT.140 x 12mm,KG,0.0,EUR,1.1,1.07503,1.075,2022-06-14,2022-06-15,12,NULL
11014016,BARRA RECT.140 x 15 mm,KG,0.0,EUR,1.2,0.86257,0.88,2023-04-14,2023-04-14,12,NULL
11014020,BARRA RECT.140 X 20mm,KG,0.0,EUR,1.2,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11014020,BARRA RECT.140 X 20mm,MT,0.0,EUR,1.175,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11015006,BARRA RECT.150 x 06 mm,KG,0.0,EUR,1.1,0.77579,0.7754545454,2023-09-12,2023-09-27,12,NULL
11015008,BARRA RECT.150 x 08 mm,KG,4641.0,EUR,1.1,0.71374,0.695,2024-05-08,2024-05-22,12,NULL
11015010,BARRA RECT.150 x 10 mm,KG,4469.0,EUR,1.07,0.71288,0.71,2024-02-15,2024-06-11,12,NULL
11015012,BARRA RECT.150 x 12 mm,KG,3468.0,EUR,1.07,0.69294,0.695,2024-05-08,2024-06-14,12,NULL
11015016,BARRA RECT.150 x 15 mm,KG,3014.0,EUR,1.07,0.70763,0.69,2024-05-24,2024-06-07,12,NULL
11015020,BARRA RECT.150 x 20 mm,KG,1130.0,EUR,1.07,0.79457,1.01,2022-04-22,2024-02-01,12,NULL
11015025,BARRA RECT.150 x 25 mm,KG,0.0,EUR,1.07,0.55,0.55,2019-12-02,2019-12-03,12,NULL
11016008,BARRA RECT.160 x 08 mm,KG,0.0,EUR,1.1,0.49,0.485,2020-09-18,1900-01-01,12,NULL
11016010,BARRA RECT. 160 X 10mm,KG,1327.0,EUR,1.1,0.80597,0.806031746,2023-04-27,2024-06-13,12,NULL
11016012,BARRA RECT.160 x 12 mm,KG,0.0,EUR,1.1,1.01,1.01,2022-04-22,2022-06-28,12,NULL
11016015,BARRA RECT.160 x 15mm,KG,0.0,EUR,1.2,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11016020,BARRA RECT.160 x 20 mm,KG,0.0,EUR,1.2,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11018010,BARRA RECT.180 x 10 mm,KG,3787.0,EUR,1.07,0.70329,0.69,2024-05-24,2024-06-06,12,NULL
11018010,BARRA RECT.180 x 10 mm,UN,3787.0,EUR,1.07,0.70329,0.69,2024-05-24,2024-06-06,12,NULL
11018012,BARRA RECT. 180 x 12 mm,KG,1260.0,EUR,1.07,0.72346,0.71,2023-11-02,2024-06-11,12,NULL
11018015,BARRA RECT.180 x 15 mm,KG,3722.0,EUR,1.07,0.69558,0.69,2024-05-24,2024-05-28,12,NULL
11018020,BARRA RECT.180 x 20 mm,KG,1885.0,EUR,1.07,0.55,0.55,2018-10-30,2023-11-03,12,NULL
11018025,BARRA RECT.180x25mm,KG,0.0,EUR,1.19,0.72,0.72,2021-02-18,2021-02-18,12,NULL
11020008,BARRA RECT.200 x 08 mm,KG,1876.0,EUR,1.1,0.695,0.695,2024-05-08,2024-06-14,12,NULL
11020010,BARRA RECT.200 x 10 mm,KG,3632.0,EUR,1.07,0.70893,0.695,2024-05-08,2024-06-14,12,NULL
11020012,BARRA RECT.200 x 12 mm,KG,1541.0,EUR,1.07,0.72416,0.71,2023-10-06,2024-05-20,12,NULL
11020015,BARRA RECT.200 x 15 mm,KG,1800.0,EUR,1.11,0.73038,0.735,2024-01-04,2024-06-12,12,NULL
11020020,BARRA RECT.200 x 20 mm,KG,1320.0,EUR,1.58,0.73459,0.7,2022-11-30,2024-03-11,12,NULL
11020025,BARRA RECT.200 x 25 mm,KG,0.0,EUR,1.68,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11022010,BARRA RECT.220 x 15 mm,KG,0.0,EUR,1.68,1.295,1.295,2023-01-23,2023-01-23,12,NULL
11022012,BARRA RECT.220 x 12 mm,KG,0.0,EUR,1.68,1.295,1.295,2022-10-31,2022-11-02,12,NULL
11022020,BARRA RECT.220 x 10 mm,KG,0.0,EUR,1.68,0.89788,0.8950239234,2023-07-26,2023-07-27,12,NULL
11022025,BARRA RECT.220x25mm,KG,0.0,EUR,1.68,0.66,0.66,2019-11-27,2019-11-27,12,NULL
11025010,BARRA RECT.250 x 10 mm,KG,1810.0,EUR,1.68,0.84,0.84,2024-05-28,2024-06-06,12,NULL
11025012,BARRA RECT. 250x12mm,KG,847.0,EUR,1.68,0.8785,0.875,2024-03-13,2024-05-27,12,NULL
11025015,BARRA RECT.250 x 15 mm,KG,233.0,EUR,1.68,0.87895,0.8750046685,2024-03-13,2024-05-16,12,NULL
11025020,BARRA RECT.250 x 20 mm,KG,0.0,EUR,1.68,0.91558,0.915,2023-07-12,2023-07-13,12,NULL
11025025,BARRA RECT. 250 x 25mm,KG,0.0,EUR,1.68,0.73,0.73,2020-05-20,2020-05-29,12,NULL
11030010,BARRA RECT.300 x 10 mm,KG,2474.0,EUR,1.68,0.86328,0.86,2024-04-10,2024-04-16,12,NULL
11030015,BARRA RECT.300 x 15 mm,KG,2598.0,EUR,1.68,0.88993,0.89,2024-02-22,2024-05-08,12,NULL
11030020,BARRA RECT.300 x 20 mm,KG,3746.0,EUR,1.68,1.39375,1.395,2022-09-12,2024-06-05,12,NULL
11030025,BARRA RECT.300 x 25 mm,KG,0.0,EUR,1.78,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11035015,BARRA RECT.350 x 15 mm,KG,0.0,EUR,1.68,0.82,0.82,2019-10-11,2019-10-15,12,NULL
11035015,BARRA RECT.350 x 15 mm,UN,0.0,EUR,1.68,0.82,0.82,2019-10-11,2019-10-15,12,NULL
11035020,BARRA RECT.350 x 20mm,KG,0.0,EUR,1.68,1.275,1.275,2022-12-30,2023-01-06,12,NULL
11035025,BARRA RECT.350 x 25 mm,KG,0.0,EUR,1.68,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11040015,BARRA RECT.450x15 mm,KG,0.0,EUR,1.78,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11040020,BARRA RECT.400 x 20 mm,KG,0.0,EUR,1.78,0.0,0.0,1900-01-01,1900-01-01,12,NULL
11040025,BARRA RECT.400 x 25 mm,KG,0.0,EUR,1.68,0.83,0.83,2020-05-29,2020-05-29,12,NULL
11050020,BARRA RECT.500 x 20 mm,KG,0.0,EUR,1.78,0.0,0.0,1900-01-01,1900-01-01,12,NULL
117201010,"CH.LAM.FRIO 2000x1000x1,00",KG,0.0,EUR,1.03,0.0,0.0,1900-01-01,1900-01-01,14,NULL
12001503,CANT.ABAS IGUAIS 15x15x03,KG,557.0,EUR,1.87,1.32421,1.325,2024-03-28,2024-06-07,12,NULL
12002003,CANT.ABAS IGUAIS 20x20x03,KG,5401.0,EUR,1.1,0.73147,0.73,2024-02-12,2024-06-14,12,NULL
12002503,CANT.ABAS IGUAIS 25x25x03,KG,4263.0,EUR,1.1,0.7028,0.7,2024-05-29,2024-06-14,12,NULL
12002504,CANT.ABAS IGUAIS 25x25x04,KG,1074.0,EUR,1.1,0.76707,0.7670175438,2023-05-26,2024-06-05,12,NULL
12002505,CANT.ABAS IGUAIS 25x25x05,KG,765.0,EUR,1.05,0.69609,0.695,2024-02-29,2024-06-13,12,NULL
