Artigo,Descricao,Unidade,STKActual,Moeda,PVP1,PCMedio,PCUltimo,DataUltEntrada,DataUltSaida,Familia,PVP_REF_Mercado
90010160,BANHEIRA OFIR COR 160,UN,0.0,PTE,40760.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90011160,BANHEIRA OFIR BRANCA 160,UN,0.0,EUR,245.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90011160,BANHEIRA OFIR BRANCA 160,UN,0.0,PTE,34820.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90021120,BANHEIRA ALGARVE COR 120,UN,0.0,EUR,260.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90021120,BANHEIRA ALGARVE COR 120,UN,0.0,PTE,35140.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90021140,BANHEIRA ALGARVE COR 140,UN,0.0,EUR,280.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90021140,BANHEIRA ALGARVE COR 140,UN,0.0,PTE,39450.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90022120,BANHEIRA ALGARVE BRAN 120,UN,0.0,EUR,210.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90022120,BANHEIRA ALGARVE BRAN 120,UN,0.0,PTE,30130.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90100105,BANH. ESMALT BRAN 105X70,UN,0.0,EUR,68.4,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90100105,BANH. ESMALT BRAN 105X70,UN,0.0,PTE,12500.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90100120,BANH. ESMALT BRAN 120X70,UN,0.0,EUR,68.4,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90100120,BANH. ESMALT BRAN 120X70,UN,0.0,PTE,12550.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90100130,BANH. ESMALT BRAN 130X70,UN,0.0,EUR,68.8,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90100130,BANH. ESMALT BRAN 130X70,UN,0.0,PTE,12750.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90100140,BANH. ESMALT BRAN 140X70,UN,0.0,EUR,70.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90100140,BANH. ESMALT BRAN 140X70,UN,0.0,PTE,13000.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90100150,BANH. ESMALT BRAN 150X70,UN,0.0,EUR,75.9,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90100150,BANH. ESMALT BRAN 150X70,UN,0.0,PTE,13300.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90100160,BANH. ESMALT BRAN 160X70,UN,0.0,EUR,76.6,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90100160,BANH. ESMALT BRAN 160X70,UN,0.0,PTE,13400.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90100170,BANH. ESMALT BRAN 170X70,UN,0.0,EUR,77.6,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90100170,BANH. ESMALT BRAN 170X70,UN,0.0,PTE,13600.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90101105,BANH. ESMALT NORM 105X70,UN,0.0,EUR,95.8,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90101105,BANH. ESMALT NORM 105X70,UN,0.0,PTE,17450.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90101120,BANH. ESMALT NORM 120X70,UN,0.0,EUR,95.8,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90101120,BANH. ESMALT NORM 120X70,UN,0.0,PTE,17900.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90101130,BANH. ESMALT NORM 130X70,UN,0.0,EUR,96.4,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90101130,BANH. ESMALT NORM 130X70,UN,0.0,PTE,18100.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90101140,BANH. ESMALT NORM 140X70,UN,0.0,EUR,98.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90101140,BANH. ESMALT NORM 140X70,UN,0.0,PTE,18200.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90101150,BANH. ESMALT NORM 150X70,UN,0.0,EUR,106.3,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90101150,BANH. ESMALT NORM 150X70,UN,0.0,PTE,18500.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90101160,BANH. ESMALT NORM 160X70,UN,0.0,EUR,107.3,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90101160,BANH. ESMALT NORM 160X70,UN,0.0,PTE,18700.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90101170,BANH. ESMALT NORM 170X70,UN,0.0,EUR,108.7,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90101170,BANH. ESMALT NORM 170X70,UN,0.0,PTE,18900.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90102105,BANH. ESMALT ESPC 105X70,UN,0.0,EUR,119.7,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90102105,BANH. ESMALT ESPC 105X70,UN,0.0,PTE,19900.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90102120,BANH. ESMALT ESPC 120X70,UN,0.0,EUR,119.7,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90102120,BANH. ESMALT ESPC 120X70,UN,0.0,PTE,20400.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90102130,BANH. ESMALT ESPC 130X70,UN,0.0,EUR,120.4,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90102130,BANH. ESMALT ESPC 130X70,UN,0.0,PTE,20600.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90102140,BANH. ESMALT ESPC 140X70,UN,0.0,EUR,122.5,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90102140,BANH. ESMALT ESPC 140X70,UN,0.0,PTE,20700.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90102150,BANH. ESMALT ESPC 150X70,UN,0.0,EUR,132.9,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90102150,BANH. ESMALT ESPC 150X70,UN,0.0,PTE,23500.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90102160,BANH. ESMALT ESPC 160X70,UN,0.0,EUR,134.1,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90102160,BANH. ESMALT ESPC 160X70,UN,0.0,PTE,23700.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90102170,BANH. ESMALT ESPC 170X70,UN,0.0,EUR,135.8,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90102170,BANH. ESMALT ESPC 170X70,UN,0.0,PTE,24400.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90103170,BANH. ATLANT BRAN 170X80,UN,0.0,EUR,105.8,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90103170,BANH. ATLANT BRAN 170X80,UN,0.0,PTE,19400.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90103180,BANH. ATLANT BRAN 180X80,UN,0.0,EUR,111.8,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90103180,BANH. ATLANT BRAN 180X80,UN,0.0,PTE,20500.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90104170,BANH. ATLANT NORM 170X80,UN,0.0,EUR,137.6,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90104170,BANH. ATLANT NORM 170X80,UN,0.0,PTE,24500.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90104180,BANH. ATLANT NORM 180X80,UN,0.0,EUR,145.4,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90104180,BANH. ATLANT NORM 180X80,UN,0.0,PTE,25600.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90105170,BANH. ATLANT ESPC 170X80,UN,0.0,EUR,179.9,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90105170,BANH. ATLANT ESPC 170X80,UN,0.0,PTE,31600.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90105180,BANH. ATLANT ESPC 180X80,UN,0.0,EUR,190.1,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90105180,BANH. ATLANT ESPC 180X80,UN,0.0,PTE,32800.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90105270,BANH. ATL. B7AH C/PEGAS HID.170x80 ,UN,0.0,EUR,1038.9,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90105270,BANH. ATL. B7AH C/PEGAS HID.170x80 ,UN,0.0,PTE,200000.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90106001,PEGAS CROMADAS,UN,0.0,EUR,28.3,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90106001,PEGAS CROMADAS,UN,0.0,PTE,5000.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90106002,PEGAS DOURADAS,UN,0.0,EUR,60.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90106002,PEGAS DOURADAS,UN,0.0,PTE,11000.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90108070,BASE CHUV ESMAL BRA 70X70,UN,0.0,EUR,29.5,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90108070,BASE CHUV ESMAL BRA 70X70,UN,0.0,PTE,5500.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90108075,BASE CHUV ESMAL BRA 75X75,UN,0.0,EUR,21.2,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90108075,BASE CHUV ESMAL BRA 75X75,UN,0.0,PTE,4250.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90108080,BASE CHUV ESMAL BRA 80X80,UN,0.0,EUR,32.8,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90108080,BASE CHUV ESMAL BRA 80X80,UN,0.0,PTE,6050.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90108170,(CANTO) BRANCO 70X70X12,UN,0.0,EUR,44.7,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90108170,(CANTO) BRANCO 70X70X12,UN,0.0,PTE,8600.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90108180,(POLIB) BRANCO 80X80X12,UN,0.0,EUR,63.25,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90108180,(POLIB) BRANCO 80X80X12,UN,0.0,PTE,12680.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90109070,BASE CHUV ESMAL NOR 70X70,UN,0.0,EUR,41.3,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90109070,BASE CHUV ESMAL NOR 70X70,UN,0.0,PTE,7200.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90109080,BASE CHUV ESMAL NOR 80X80,UN,0.0,EUR,46.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90109080,BASE CHUV ESMAL NOR 80X80,UN,0.0,PTE,8500.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90109090,BASE CHUVEIRO ESMALT.90X90,UN,0.0,EUR,60.7,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90109090,BASE CHUVEIRO ESMALT.90X90,UN,0.0,PTE,11700.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90109170,(CANTO) NORMAL 70X70X12,UN,0.0,EUR,62.6,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90109170,(CANTO) NORMAL 70X70X12,UN,0.0,PTE,12100.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90109180,(POLIB) NORMAL 80X80X12,UN,0.0,EUR,78.81,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90109180,(POLIB) NORMAL 80X80X12,UN,0.0,PTE,15800.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90110070,BASE CHUV ESMAL ESP 70X70,UN,0.0,EUR,53.4,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90110070,BASE CHUV ESMAL ESP 70X70,UN,0.0,PTE,10300.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90110080,BASE CHUV ESMAL ESP 80X80,UN,0.0,EUR,58.1,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90110080,BASE CHUV ESMAL ESP 80X80,UN,0.0,PTE,11200.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90110170,(CANTO) ESPECIAL 70X70X12,UN,0.0,EUR,78.3,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90110170,(CANTO) ESPECIAL 70X70X12,UN,0.0,PTE,14200.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90110180,(POLIB) ESPECIAL 80X80X12,UN,0.0,EUR,93.77,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90110180,(POLIB) ESPECIAL 80X80X12,UN,0.0,PTE,18800.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90113013,BANH.ACRIL.STAND. 130x130 (OASIS),UN,0.0,EUR,335.1,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90113013,BANH.ACRIL.STAND. 130x130 (OASIS),UN,0.0,PTE,67200.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90116070,BANH.ACRIL.STAND.160x70 (PACIFICA),UN,0.0,EUR,141.1,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90116070,BANH.ACRIL.STAND.160x70 (PACIFICA),UN,0.0,PTE,28300.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90116075,BANH.ACRIL.STAND.160x75 (NIAGARA),UN,0.0,EUR,157.6,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90116075,BANH.ACRIL.STAND.160x75 (NIAGARA),UN,0.0,PTE,31600.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90117070,BANH.ACRIL.STAND.170x70 (PACIFICA),UN,0.0,EUR,147.1,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90117070,BANH.ACRIL.STAND.170x70 (PACIFICA),UN,0.0,PTE,29500.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90117075,BANH.ACRIL.STAND.170x75 (NIAGARA),UN,0.0,EUR,166.6,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90117075,BANH.ACRIL.STAND.170x75 (NIAGARA),UN,0.0,PTE,33400.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90123013,BANH.ACRIL.ST.COR 130x130 (OASIS),UN,0.0,EUR,375.5,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90123013,BANH.ACRIL.ST.COR 130x130 (OASIS),UN,0.0,PTE,75300.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90126070,BANH.ACRIL.ST.COR 160x70 (PACIFICA),UN,0.0,EUR,158.1,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90126070,BANH.ACRIL.ST.COR 160x70 (PACIFICA),UN,0.0,PTE,31700.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90126075,BANH.ACRIL.ST.COR 160x75 (NIAGARA),UN,0.0,EUR,176.5,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90126075,BANH.ACRIL.ST.COR 160x75 (NIAGARA),UN,0.0,PTE,35400.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90127070,BANH.ACRIL.ST.COR 170x70 (PACIFICA),UN,0.0,EUR,164.6,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90127070,BANH.ACRIL.ST.COR 170x70 (PACIFICA),UN,0.0,PTE,33000.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90127075,BANH.ACRIL.ST.COR 170x75 (NIAGARA),UN,0.0,EUR,186.5,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90127075,BANH.ACRIL.ST.COR 170x75 (NIAGARA),UN,0.0,PTE,37400.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90133013,BANH.ACRIL.HID.8I 130x130,UN,0.0,EUR,1147.24,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90133013,BANH.ACRIL.HID.8I 130x130,UN,0.0,PTE,230000.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90136070,BANH.ACRIL.HID.160x70 (OCEANO) AR/AGUA,UN,0.0,EUR,823.02,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90136070,BANH.ACRIL.HID.160x70 (OCEANO) AR/AGUA,UN,0.0,PTE,150000.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90136075,BANH.ACRIL.HID.160x75 (NIAGARA) AR/AGUA,UN,0.0,EUR,768.1,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90136075,BANH.ACRIL.HID.160x75 (NIAGARA) AR/AGUA,UN,0.0,PTE,154000.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90137070,BANH.ACRIL.HID.170x70 (PACIFICA) AR/AGUA,UN,0.0,EUR,730.7,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90137070,BANH.ACRIL.HID.170x70 (PACIFICA) AR/AGUA,UN,0.0,PTE,150000.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90137075,BANH.ACRIL.HID.170x75 (NIAGARA) AR/AGUA,UN,0.0,EUR,788.1,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90137075,BANH.ACRIL.HID.170x75 (NIAGARA) AR/AGUA,UN,0.0,PTE,158000.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90143013,BANH.AC.HID.8I COR 130x130 (OASIS) AR/AGUA,UN,0.0,EUR,1207.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90143013,BANH.AC.HID.8I COR 130x130 (OASIS) AR/AGUA,UN,0.0,PTE,257600.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90146070,BANH.HID. COR 160x70 (PACIFICA) AR/AGUA,UN,0.0,EUR,790.5,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90146070,BANH.HID. COR 160x70 (PACIFICA) AR/AGUA,UN,0.0,PTE,168000.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90146075,BANH.HID. COR 160x75 (NIAGARA) AR/AGUA ,UN,0.0,EUR,828.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90146075,BANH.HID. COR 160x75 (NIAGARA) AR/AGUA ,UN,0.0,PTE,172480.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90147070,BANH.HID. COR 170x70 (PACIFICA) AR/AGUA,UN,0.0,EUR,790.5,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90147070,BANH.HID. COR 170x70 (PACIFICA) AR/AGUA,UN,0.0,PTE,168000.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90147075,BANH.HID. COR 170x75 (NIAGARA) AR/AGUA,UN,0.0,EUR,847.9,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90147075,BANH.HID. COR 170x75 (NIAGARA) AR/AGUA,UN,0.0,PTE,175000.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90150160,PAINEL ACRIL.FRONTAL  160,UN,0.0,EUR,105.2,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90150160,PAINEL ACRIL.FRONTAL  160,UN,0.0,PTE,21100.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90150170,PAINEL ACRIL.FRONTAL  170,UN,0.0,EUR,108.7,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90150170,PAINEL ACRIL.FRONTAL  170,UN,0.0,PTE,21800.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90150270,PAINEL ACRIL.LATERAL   70,UN,0.0,EUR,59.8,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90150270,PAINEL ACRIL.LATERAL   70,UN,0.0,PTE,12000.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90150275,PAINEL ACRIL.LATERAL   75,UN,0.0,EUR,62.8,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90150275,PAINEL ACRIL.LATERAL   75,UN,0.0,PTE,12600.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90150280,PAINEL ACRIL.LATERAL 80  BRANCO,UN,0.0,EUR,67.3,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90150280,PAINEL ACRIL.LATERAL 80  BRANCO,UN,0.0,PTE,0.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90151130,PAINEL ACRIL.OASIS    130,UN,0.0,EUR,181.5,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90151130,PAINEL ACRIL.OASIS    130,UN,0.0,PTE,36400.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90152160,PAINEL ACRIL.FRON.COR 160,UN,0.0,EUR,117.7,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90152160,PAINEL ACRIL.FRON.COR 160,UN,0.0,PTE,23600.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90152170,PAINEL ACRIL.FRON.COR 170,UN,0.0,EUR,121.7,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90152170,PAINEL ACRIL.FRON.COR 170,UN,0.0,PTE,24400.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153070,PAINEL ACRIL.LATE.COR  70,UN,0.0,EUR,66.8,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153070,PAINEL ACRIL.LATE.COR  70,UN,0.0,PTE,13400.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153075,PAINEL ACRIL.LATE.COR  75,UN,0.0,EUR,70.3,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153075,PAINEL ACRIL.LATE.COR  75,UN,0.0,PTE,14100.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153130,PAINEL ACRIL.OASI.COR 130,UN,0.0,EUR,203.5,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153130,PAINEL ACRIL.OASI.COR 130,UN,0.0,PTE,40800.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153180,BANH.ACRIL/HIDR.DANUB.180X80 DOUBLE/SISTIM.,UN,0.0,EUR,2194.7,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153180,BANH.ACRIL/HIDR.DANUB.180X80 DOUBLE/SISTIM.,UN,0.0,PTE,0.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153181,APOIO DE CABEÇA BRANCO,UN,0.0,EUR,77.3,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153181,APOIO DE CABEÇA BRANCO,UN,0.0,PTE,0.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153182,KIT CROMADO DOUBL/SISTEM (INJECT),UN,0.0,EUR,193.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153182,KIT CROMADO DOUBL/SISTEM (INJECT),UN,0.0,PTE,0.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153183,PAINEL ACRIL.FRONTAL A/18P  180,UN,0.0,EUR,112.2,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153183,PAINEL ACRIL.FRONTAL A/18P  180,UN,0.0,PTE,0.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153184,BANH.ACRIL.HIDRO.AR/AGUA DANUBIO 180x80 BRANCO,UN,0.0,EUR,1047.4,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153184,BANH.ACRIL.HIDRO.AR/AGUA DANUBIO 180x80 BRANCO,UN,0.0,PTE,0.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153185,PAINEL ACRILICO FRONTAL 180  COR,UN,0.0,EUR,125.7,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153185,PAINEL ACRILICO FRONTAL 180  COR,UN,0.0,PTE,0.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153186,PEGAS POLIURETANO,UN,0.0,EUR,51.3,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153187,BANH.ACRIL.BRANCA PACIFICA 170x70 AR/AGUA,UN,0.0,EUR,730.7,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90153188,BASE CHUV/ACRIL. 100x80 ,UN,0.0,EUR,139.6,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90200001,"AUTOCLISMO ""MIRA"" BRANCO",UN,0.0,EUR,13.97,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90200001,"AUTOCLISMO ""MIRA"" BRANCO",UN,0.0,PTE,2800.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90200002,"AUTOCLISMO ""MIRA-COR""",UN,0.0,EUR,15.46,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90200002,"AUTOCLISMO ""MIRA-COR""",UN,0.0,PTE,3100.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90200005,"AUTOCLISMO ""EUROSANI BRANC",UN,0.0,EUR,11.07,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90200005,"AUTOCLISMO ""EUROSANI BRANC",UN,0.0,PTE,2220.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90200009,"AUTOCLISMO ""EUROECO BRANCO",UN,0.0,EUR,9.73,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90200009,"AUTOCLISMO ""EUROECO BRANCO",UN,0.0,PTE,1950.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90210002,BOIA DE VEDACAO (MIRA),UN,0.0,EUR,1.35,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90210002,BOIA DE VEDACAO (MIRA),UN,0.0,PTE,270.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90210003,BOIA DE VEDACAO COMPLETA,UN,0.0,EUR,1.55,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90210003,BOIA DE VEDACAO COMPLETA,UN,0.0,PTE,310.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90210031,TUBO DESCARGA MIRA BRANCO,UN,0.0,EUR,2.29,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90210031,TUBO DESCARGA MIRA BRANCO,UN,0.0,PTE,460.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90210034,TUBO DESCARGA MIRACOR,UN,0.0,EUR,2.47,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90210034,TUBO DESCARGA MIRACOR,UN,0.0,PTE,495.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90300001,AUTOCLISMO JETOLIVA BRANC,UN,0.0,EUR,17.21,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90300001,AUTOCLISMO JETOLIVA BRANC,UN,0.0,PTE,3450.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90300002,AUTOCLISMO JETOLIVA COR,UN,0.0,EUR,20.05,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90300002,AUTOCLISMO JETOLIVA COR,UN,0.0,PTE,4020.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90400090,"TUBO ""AL""P/EXAUSTOR 90mm",MT,0.0,EUR,2.84,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90400090,"TUBO ""AL""P/EXAUSTOR 90mm",MT,0.0,PTE,570.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90400100,"TUBO ""AL""P/EXAUSTOR 100mm",MT,0.0,EUR,2.84,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90400100,"TUBO ""AL""P/EXAUSTOR 100mm",MT,0.0,PTE,570.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90400110,"TUBO ""AL""P/EXAUSTOR 110mm",MT,0.0,EUR,2.99,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90400110,"TUBO ""AL""P/EXAUSTOR 110mm",MT,0.0,PTE,600.0,0.0,0.0,1900-01-01,1900-01-01,62,NULL
90500200,CILINDRO A.P. 200L,UN,0.0,EUR,329.21,0.0,0.0,1900-01-01,1900-01-01,62,NULL
